Sale_ID,Date,Book_ID,Title,Author,Genre,Unit_Price,Quantity,Revenue
S0301,2025-12-26,B015,Clean Code,Robert C. Martin,Technology,699.0,4,2796.0
S0302,2025-07-08,B028,Zero to One,Peter Thiel,Business,499.0,3,1497.0
S0303,2025-08-16,B029,Good to Great,Jim Collins,Business,650.0,4,2600.0
S0304,2025-01-28,B027,Start With Why,Simon Sinek,Business,525.0,1,525.0
S0305,2025-10-23,B022,Pride and Prejudice,Jane Austen,Classic,399.0,2,798.0
S0306,2025-12-17,B016,Python Crash Course,Eric Matthes,Technology,799.0,3,2397.0
S0307,2025-02-09,B030,The Lean Startup,Eric Ries,Business,599.0,4,2396.0
S0308,2025-10-27,B008,The Great Gatsby,F. Scott Fitzgerald,Fiction,325.0,3,975.0
S0309,2025-08-21,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,2,950.0
S0310,2025-04-19,B003,Ikigai,Hector Garcia,Self-Help,449.0,1,449.0
S0311,2025-12-18,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,2,950.0
S0312,2025-11-10,B030,The Lean Startup,Eric Ries,Business,599.0,2,1198.0
S0313,2025-03-30,B030,The Lean Startup,Eric Ries,Business,599.0,2,1198.0
S0314,2025-08-26,B024,A Brief History of Time,Stephen Hawking,Science,650.0,1,650.0
S0315,2025-07-17,B016,Python Crash Course,Eric Matthes,Technology,799.0,4,3196.0
S0316,2025-06-12,B028,Zero to One,Peter Thiel,Business,499.0,4,1996.0
S0317,2025-01-21,B001,The Alchemist,Paulo Coelho,Fiction,399.0,2,798.0
S0318,2025-05-15,B002,Atomic Habits,James Clear,Self-Help,599.0,1,599.0
S0319,2025-10-06,B020,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,599.0,3,1797.0
S0320,2025-01-03,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,4,1900.0
S0321,2025-05-24,B022,Pride and Prejudice,Jane Austen,Classic,399.0,4,1596.0
S0322,2025-11-28,B002,Atomic Habits,James Clear,Self-Help,599.0,1,599.0
S0323,2025-03-27,B019,The Hobbit,J.R.R. Tolkien,Fantasy,499.0,4,1996.0
S0324,2025-12-14,B001,The Alchemist,Paulo Coelho,Fiction,399.0,3,1197.0
S0325,2025-07-13,B020,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,599.0,1,599.0
S0326,2025-09-13,B012,Deep Work,Cal Newport,Productivity,525.0,4,2100.0
S0327,2025-04-03,B020,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,599.0,1,599.0
S0328,2025-07-11,B026,The Power of Now,Eckhart Tolle,Self-Help,499.0,2,998.0
S0329,2025-11-26,B026,The Power of Now,Eckhart Tolle,Self-Help,499.0,2,998.0
S0330,2025-06-13,B017,Automate the Boring Stuff,Al Sweigart,Technology,650.0,2,1300.0
S0331,2025-07-20,B008,The Great Gatsby,F. Scott Fitzgerald,Fiction,325.0,4,1300.0
S0332,2025-09-05,B005,The Psychology of Money,Morgan Housel,Finance,550.0,1,550.0
S0333,2025-06-14,B010,Educated,Tara Westover,Biography,599.0,3,1797.0
S0334,2025-07-14,B024,A Brief History of Time,Stephen Hawking,Science,650.0,4,2600.0
S0335,2025-10-10,B009,Sapiens,Yuval Noah Harari,History,699.0,2,1398.0
S0336,2025-02-13,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,3,1497.0
S0337,2025-11-09,B030,The Lean Startup,Eric Ries,Business,599.0,3,1797.0
S0338,2025-01-23,B018,Data Science from Scratch,Joel Grus,Technology,900.0,2,1800.0
S0339,2025-03-22,B028,Zero to One,Peter Thiel,Business,499.0,2,998.0
S0340,2025-02-07,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,2,998.0
S0341,2025-05-09,B002,Atomic Habits,James Clear,Self-Help,599.0,1,599.0
S0342,2025-04-21,B001,The Alchemist,Paulo Coelho,Fiction,399.0,2,798.0
S0343,2025-11-18,B019,The Hobbit,J.R.R. Tolkien,Fantasy,499.0,2,998.0
S0344,2025-11-20,B013,Think and Grow Rich,Napoleon Hill,Self-Help,375.0,4,1500.0
S0345,2025-07-03,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,3,1425.0
S0346,2025-05-07,B008,The Great Gatsby,F. Scott Fitzgerald,Fiction,325.0,4,1300.0
S0347,2025-07-24,B006,1984,George Orwell,Fiction,299.0,2,598.0
S0348,2025-04-22,B028,Zero to One,Peter Thiel,Business,499.0,3,1497.0
S0349,2025-03-20,B022,Pride and Prejudice,Jane Austen,Classic,399.0,3,1197.0
S0350,2025-01-10,B020,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,599.0,2,1198.0
S0351,2025-04-20,B006,1984,George Orwell,Fiction,299.0,2,598.0
S0352,2025-05-07,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,4,1996.0
S0353,2025-01-23,B008,The Great Gatsby,F. Scott Fitzgerald,Fiction,325.0,3,975.0
S0354,2025-08-02,B024,A Brief History of Time,Stephen Hawking,Science,650.0,4,2600.0
S0355,2025-11-11,B013,Think and Grow Rich,Napoleon Hill,Self-Help,375.0,2,750.0
S0356,2025-08-03,B030,The Lean Startup,Eric Ries,Business,599.0,3,1797.0
S0357,2025-09-03,B025,Cosmos,Carl Sagan,Science,725.0,4,2900.0
S0358,2025-06-21,B024,A Brief History of Time,Stephen Hawking,Science,650.0,1,650.0
S0359,2025-04-27,B017,Automate the Boring Stuff,Al Sweigart,Technology,650.0,1,650.0
S0360,2025-04-27,B020,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,599.0,4,2396.0
S0361,2025-12-08,B016,Python Crash Course,Eric Matthes,Technology,799.0,2,1598.0
S0362,2025-12-09,B001,The Alchemist,Paulo Coelho,Fiction,399.0,4,1596.0
S0363,2025-04-18,B003,Ikigai,Hector Garcia,Self-Help,449.0,1,449.0
S0364,2025-07-28,B006,1984,George Orwell,Fiction,299.0,1,299.0
S0365,2025-04-07,B014,The Intelligent Investor,Benjamin Graham,Finance,850.0,3,2550.0
S0366,2025-01-18,B009,Sapiens,Yuval Noah Harari,History,699.0,1,699.0
S0367,2025-08-20,B003,Ikigai,Hector Garcia,Self-Help,449.0,2,898.0
S0368,2025-11-24,B002,Atomic Habits,James Clear,Self-Help,599.0,3,1797.0
S0369,2025-12-23,B005,The Psychology of Money,Morgan Housel,Finance,550.0,2,1100.0
S0370,2025-03-26,B012,Deep Work,Cal Newport,Productivity,525.0,2,1050.0
S0371,2025-04-16,B001,The Alchemist,Paulo Coelho,Fiction,399.0,1,399.0
S0372,2025-03-01,B026,The Power of Now,Eckhart Tolle,Self-Help,499.0,1,499.0
S0373,2025-04-11,B015,Clean Code,Robert C. Martin,Technology,699.0,2,1398.0
S0374,2025-05-30,B010,Educated,Tara Westover,Biography,599.0,2,1198.0
S0375,2025-06-20,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,4,1900.0
S0376,2025-03-25,B007,To Kill a Mockingbird,Harper Lee,Fiction,350.0,2,700.0
S0377,2025-11-30,B006,1984,George Orwell,Fiction,299.0,2,598.0
S0378,2025-05-02,B020,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,599.0,1,599.0
S0379,2025-04-01,B010,Educated,Tara Westover,Biography,599.0,4,2396.0
S0380,2025-06-30,B002,Atomic Habits,James Clear,Self-Help,599.0,2,1198.0
S0381,2025-03-11,B021,Dune,Frank Herbert,Fantasy,550.0,1,550.0
S0382,2025-04-27,B002,Atomic Habits,James Clear,Self-Help,599.0,1,599.0
S0383,2025-02-02,B028,Zero to One,Peter Thiel,Business,499.0,1,499.0
S0384,2025-10-26,B005,The Psychology of Money,Morgan Housel,Finance,550.0,1,550.0
S0385,2025-09-15,B003,Ikigai,Hector Garcia,Self-Help,449.0,3,1347.0
S0386,2025-02-02,B006,1984,George Orwell,Fiction,299.0,3,897.0
S0387,2025-09-08,B017,Automate the Boring Stuff,Al Sweigart,Technology,650.0,4,2600.0
S0388,2025-04-13,B001,The Alchemist,Paulo Coelho,Fiction,399.0,4,1596.0
S0389,2025-06-17,B019,The Hobbit,J.R.R. Tolkien,Fantasy,499.0,1,499.0
S0390,2025-12-30,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,4,1900.0
S0391,2025-04-01,B007,To Kill a Mockingbird,Harper Lee,Fiction,350.0,4,1400.0
S0392,2025-12-20,B014,The Intelligent Investor,Benjamin Graham,Finance,850.0,3,2550.0
S0393,2025-01-29,B030,The Lean Startup,Eric Ries,Business,599.0,2,1198.0
S0394,2025-02-24,B025,Cosmos,Carl Sagan,Science,725.0,2,1450.0
S0395,2025-02-11,B024,A Brief History of Time,Stephen Hawking,Science,650.0,3,1950.0
S0396,2025-07-08,B005,The Psychology of Money,Morgan Housel,Finance,550.0,2,1100.0
S0397,2025-10-28,B009,Sapiens,Yuval Noah Harari,History,699.0,1,699.0
S0398,2025-09-26,B001,The Alchemist,Paulo Coelho,Fiction,399.0,2,798.0
S0399,2025-09-14,B001,The Alchemist,Paulo Coelho,Fiction,399.0,1,399.0
S0400,2025-11-05,B022,Pride and Prejudice,Jane Austen,Classic,399.0,3,1197.0
S0401,2025-10-29,B022,Pride and Prejudice,Jane Austen,Classic,399.0,2,798.0
S0402,2025-02-23,B027,Start With Why,Simon Sinek,Business,525.0,3,1575.0
S0403,2025-10-11,B003,Ikigai,Hector Garcia,Self-Help,449.0,1,449.0
S0404,2025-01-22,B020,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,599.0,1,599.0
S0405,2025-02-14,B015,Clean Code,Robert C. Martin,Technology,699.0,4,2796.0
S0406,2025-12-04,B001,The Alchemist,Paulo Coelho,Fiction,399.0,1,399.0
S0407,2025-07-30,B030,The Lean Startup,Eric Ries,Business,599.0,3,1797.0
S0408,2025-07-29,B003,Ikigai,Hector Garcia,Self-Help,449.0,4,1796.0
S0409,2025-06-01,B027,Start With Why,Simon Sinek,Business,525.0,3,1575.0
S0410,2025-03-08,B019,The Hobbit,J.R.R. Tolkien,Fantasy,499.0,2,998.0
S0411,2025-06-13,B002,Atomic Habits,James Clear,Self-Help,599.0,3,1797.0
S0412,2025-05-06,B009,Sapiens,Yuval Noah Harari,History,699.0,3,2097.0
S0413,2025-03-11,B026,The Power of Now,Eckhart Tolle,Self-Help,499.0,1,499.0
S0414,2025-02-27,B018,Data Science from Scratch,Joel Grus,Technology,900.0,1,900.0
S0415,2025-11-03,B027,Start With Why,Simon Sinek,Business,525.0,2,1050.0
S0416,2025-03-09,B018,Data Science from Scratch,Joel Grus,Technology,900.0,3,2700.0
S0417,2025-10-02,B012,Deep Work,Cal Newport,Productivity,525.0,3,1575.0
S0418,2025-10-06,B022,Pride and Prejudice,Jane Austen,Classic,399.0,3,1197.0
S0419,2025-09-19,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,4,1900.0
S0420,2025-12-04,B013,Think and Grow Rich,Napoleon Hill,Self-Help,375.0,3,1125.0
S0421,2025-01-13,B001,The Alchemist,Paulo Coelho,Fiction,399.0,4,1596.0
S0422,2025-06-06,B016,Python Crash Course,Eric Matthes,Technology,799.0,2,1598.0
S0423,2025-10-09,B003,Ikigai,Hector Garcia,Self-Help,449.0,4,1796.0
S0424,2025-02-28,B012,Deep Work,Cal Newport,Productivity,525.0,3,1575.0
S0425,2025-05-12,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,4,1996.0
S0426,2025-09-06,B005,The Psychology of Money,Morgan Housel,Finance,550.0,1,550.0
S0427,2025-12-25,B026,The Power of Now,Eckhart Tolle,Self-Help,499.0,4,1996.0
S0428,2025-05-06,B005,The Psychology of Money,Morgan Housel,Finance,550.0,2,1100.0
S0429,2025-08-24,B022,Pride and Prejudice,Jane Austen,Classic,399.0,4,1596.0
S0430,2025-05-31,B012,Deep Work,Cal Newport,Productivity,525.0,3,1575.0
S0431,2025-08-27,B022,Pride and Prejudice,Jane Austen,Classic,399.0,3,1197.0
S0432,2025-12-13,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,3,1425.0
S0433,2025-10-12,B003,Ikigai,Hector Garcia,Self-Help,449.0,4,1796.0
S0434,2025-11-11,B026,The Power of Now,Eckhart Tolle,Self-Help,499.0,4,1996.0
S0435,2025-01-02,B003,Ikigai,Hector Garcia,Self-Help,449.0,1,449.0
S0436,2025-06-16,B022,Pride and Prejudice,Jane Austen,Classic,399.0,1,399.0
S0437,2025-12-27,B030,The Lean Startup,Eric Ries,Business,599.0,2,1198.0
S0438,2025-12-06,B021,Dune,Frank Herbert,Fantasy,550.0,4,2200.0
S0439,2025-08-17,B012,Deep Work,Cal Newport,Productivity,525.0,2,1050.0
S0440,2025-07-28,B018,Data Science from Scratch,Joel Grus,Technology,900.0,3,2700.0
S0441,2025-01-04,B012,Deep Work,Cal Newport,Productivity,525.0,3,1575.0
S0442,2025-07-04,B028,Zero to One,Peter Thiel,Business,499.0,2,998.0
S0443,2025-05-04,B005,The Psychology of Money,Morgan Housel,Finance,550.0,2,1100.0
S0444,2025-10-08,B012,Deep Work,Cal Newport,Productivity,525.0,1,525.0
S0445,2025-04-23,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,3,1497.0
S0446,2025-01-09,B010,Educated,Tara Westover,Biography,599.0,4,2396.0
S0447,2025-03-14,B006,1984,George Orwell,Fiction,299.0,1,299.0
S0448,2025-08-02,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,4,1900.0
S0449,2025-06-24,B008,The Great Gatsby,F. Scott Fitzgerald,Fiction,325.0,1,325.0
S0450,2025-06-24,B005,The Psychology of Money,Morgan Housel,Finance,550.0,3,1650.0
S0451,2025-06-15,B014,The Intelligent Investor,Benjamin Graham,Finance,850.0,2,1700.0
S0452,2025-01-04,B002,Atomic Habits,James Clear,Self-Help,599.0,2,1198.0
S0453,2025-03-31,B029,Good to Great,Jim Collins,Business,650.0,3,1950.0
S0454,2025-11-19,B015,Clean Code,Robert C. Martin,Technology,699.0,1,699.0
S0455,2025-02-19,B007,To Kill a Mockingbird,Harper Lee,Fiction,350.0,2,700.0
S0456,2025-04-21,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,4,1900.0
S0457,2025-02-08,B027,Start With Why,Simon Sinek,Business,525.0,4,2100.0
S0458,2025-05-10,B030,The Lean Startup,Eric Ries,Business,599.0,4,2396.0
S0459,2025-05-30,B002,Atomic Habits,James Clear,Self-Help,599.0,1,599.0
S0460,2025-03-23,B009,Sapiens,Yuval Noah Harari,History,699.0,3,2097.0
S0461,2025-10-26,B003,Ikigai,Hector Garcia,Self-Help,449.0,4,1796.0
S0462,2025-05-27,B019,The Hobbit,J.R.R. Tolkien,Fantasy,499.0,3,1497.0
S0463,2025-01-30,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,2,998.0
S0464,2025-02-08,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,4,1996.0
S0465,2025-07-11,B017,Automate the Boring Stuff,Al Sweigart,Technology,650.0,3,1950.0
S0466,2025-11-06,B009,Sapiens,Yuval Noah Harari,History,699.0,2,1398.0
S0467,2025-02-10,B012,Deep Work,Cal Newport,Productivity,525.0,4,2100.0
S0468,2025-01-16,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,1,475.0
S0469,2025-05-30,B029,Good to Great,Jim Collins,Business,650.0,1,650.0
S0470,2025-09-23,B027,Start With Why,Simon Sinek,Business,525.0,1,525.0
S0471,2025-03-06,B007,To Kill a Mockingbird,Harper Lee,Fiction,350.0,4,1400.0
S0472,2025-08-26,B005,The Psychology of Money,Morgan Housel,Finance,550.0,2,1100.0
S0473,2025-03-09,B013,Think and Grow Rich,Napoleon Hill,Self-Help,375.0,1,375.0
S0474,2025-02-18,B021,Dune,Frank Herbert,Fantasy,550.0,4,2200.0
S0475,2025-09-30,B027,Start With Why,Simon Sinek,Business,525.0,2,1050.0
S0476,2025-09-20,B016,Python Crash Course,Eric Matthes,Technology,799.0,1,799.0
S0477,2025-04-19,B006,1984,George Orwell,Fiction,299.0,1,299.0
S0478,2025-01-28,B029,Good to Great,Jim Collins,Business,650.0,4,2600.0
S0479,2025-04-30,B023,The Kite Runner,Khaled Hosseini,Fiction,475.0,3,1425.0
S0480,2025-06-14,B015,Clean Code,Robert C. Martin,Technology,699.0,3,2097.0
S0481,2025-10-29,B016,Python Crash Course,Eric Matthes,Technology,799.0,2,1598.0
S0482,2025-05-12,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,1,499.0
S0483,2025-02-02,B029,Good to Great,Jim Collins,Business,650.0,2,1300.0
S0484,2025-02-23,B029,Good to Great,Jim Collins,Business,650.0,1,650.0
S0485,2025-12-17,B016,Python Crash Course,Eric Matthes,Technology,799.0,1,799.0
S0486,2025-11-16,B007,To Kill a Mockingbird,Harper Lee,Fiction,350.0,1,350.0
S0487,2025-02-27,B003,Ikigai,Hector Garcia,Self-Help,449.0,4,1796.0
S0488,2025-12-01,B009,Sapiens,Yuval Noah Harari,History,699.0,3,2097.0
S0489,2025-12-21,B014,The Intelligent Investor,Benjamin Graham,Finance,850.0,2,1700.0
S0490,2025-08-30,B016,Python Crash Course,Eric Matthes,Technology,799.0,1,799.0
S0491,2025-02-22,B030,The Lean Startup,Eric Ries,Business,599.0,4,2396.0
S0492,2025-05-16,B022,Pride and Prejudice,Jane Austen,Classic,399.0,2,798.0
S0493,2025-10-30,B004,Rich Dad Poor Dad,Robert Kiyosaki,Finance,499.0,4,1996.0
S0494,2025-07-24,B010,Educated,Tara Westover,Biography,599.0,1,599.0
S0495,2025-01-21,B010,Educated,Tara Westover,Biography,599.0,4,2396.0
S0496,2025-01-20,B019,The Hobbit,J.R.R. Tolkien,Fantasy,499.0,4,1996.0
S0497,2025-10-29,B024,A Brief History of Time,Stephen Hawking,Science,650.0,1,650.0
S0498,2025-07-13,B028,Zero to One,Peter Thiel,Business,499.0,2,998.0
S0499,2025-10-03,B019,The Hobbit,J.R.R. Tolkien,Fantasy,499.0,1,499.0
S0500,2025-04-13,B030,The Lean Startup,Eric Ries,Business,599.0,2,1198.0
